number,values_0,values_1,datetime_start,datetime_complete,duration,params_E_d_sh,params_G_frac,params_N_t_d,params_N_t_sh,params_W_L,params_W_R,params_W_R_sclc,params_d_sclc,params_l1_C_n_bulk,params_l1_k_dir,params_l1_mu_p,params_mu_e,system_attrs_NSGAIISampler:generation,system_attrs_fixed_params,state
10,0.044572963195237666,0.03597293227170239,2026-03-13 14:49:27.227895,2026-03-13 14:49:28.184631,0 days 00:00:00.956736,4.384672361062914,0.5011623881960187,49.14214909659798,53.400752427809564,4.363814387881665,5.495593258470635,4.373819869128801,3.2430109454609004e-07,1.3535790747321685e-15,7.646499677157575e-17,1.0902655424354349e-08,-14.038561164341335,0.0,,COMPLETE
11,,,2026-03-13 14:49:28.185628,2026-03-13 14:49:28.234457,0 days 00:00:00.048829,4.4493978100144576,0.8879772154638577,46.12281724126891,52.331207389214406,4.24859198972242,5.380662477441842,4.464747267812719,3.2568491307576765e-07,8.169710268002232e-16,1.2082661011567161e-16,5.096860185236119e-08,-16.234364523865324,0.0,,PRUNED
12,,,2026-03-13 14:49:28.234457,2026-03-13 14:49:28.282855,0 days 00:00:00.048398,4.405487389212447,0.9463907949187432,50.4151360887134,51.34028308598461,4.304016480330267,5.407518553550826,4.493215853894166,3.2591088924181857e-07,3.741696175895055e-16,2.7853366824074246e-15,8.828493073552193e-08,-17.24411566915668,0.0,,PRUNED
13,0.027693722909234626,0.4240137114798141,2026-03-13 14:49:28.283868,2026-03-13 14:49:29.049674,0 days 00:00:00.765806,4.354404062036083,0.8049799316752597,48.31444509274551,51.06570152446195,4.4100735795755615,5.243873561200791,4.430706728704374,3.3115990574589603e-07,5.480781457022933e-16,9.473466872501093e-16,9.878038358412853e-07,-15.834388217791528,0.0,,COMPLETE
14,0.08969383604825497,0.1293587453904493,2026-03-13 14:49:29.050670,2026-03-13 14:49:29.892961,0 days 00:00:00.842291,4.324495654164509,0.6661397585912152,49.69919691374874,53.590092776348264,4.272086185245172,5.425023144543742,4.443746931518017,3.282266843595153e-07,1.561346284374807e-15,1.762822580129808e-15,1.1127268763993912e-08,-13.881028972364389,0.0,,COMPLETE
15,,,2026-03-13 14:49:29.893958,2026-03-13 14:49:29.945742,0 days 00:00:00.051784,4.328430532987022,0.8993559841453556,50.10052752370945,52.74243744234712,4.34307056131823,5.377191086973256,4.493129241413826,3.311637035774161e-07,2.7194077754206117e-15,5.9074261276870856e-18,1.0011066697471061e-07,-16.437827708827275,0.0,,PRUNED
16,,,2026-03-13 14:49:29.946778,2026-03-13 14:49:29.998668,0 days 00:00:00.051890,4.446326876633316,0.9140799775429299,50.21486234438403,51.517687170771104,4.390088896825716,5.335100585813716,4.26774375320957,3.2620636831162857e-07,4.0316018241487543e-17,8.831238185463776e-18,4.337335971500023e-07,-14.819713113884939,0.0,,PRUNED
17,,,2026-03-13 14:49:29.999646,2026-03-13 14:49:30.050802,0 days 00:00:00.051156,4.268016832922965,0.6160596529200543,50.54311459577429,52.16924314396339,4.498809830059647,5.396596320312893,4.3541329179500785,3.3160220189865666e-07,4.988488410878125e-16,5.539650214282941e-16,3.3835535919994056e-07,-16.97920456133921,0.0,,PRUNED
18,0.022084050489562863,0.62013838615053,2026-03-13 14:49:30.050802,2026-03-13 14:49:30.889166,0 days 00:00:00.838364,4.301254002663076,0.8126564950212012,46.741389640141826,51.73173682093101,4.369735022081473,5.444636797226344,4.281546074732224,3.2762205457267824e-07,2.3369762278255602e-18,3.772604921578569e-18,3.917443566990571e-08,-15.915305891065984,0.0,,COMPLETE
19,0.01238302347005287,0.17624599826521975,2026-03-13 14:49:30.890162,2026-03-13 14:49:31.693420,0 days 00:00:00.803258,4.402900283583998,0.5858222157374477,47.3992598582292,51.78497204377082,4.404548394376652,5.206476643201393,4.235786855802558,3.2410897547129707e-07,1.4493988786339865e-16,2.7805771527607335e-15,3.3930164058362703e-07,-14.314902480909131,0.0,,COMPLETE
20,,,2026-03-13 14:49:31.693420,2026-03-13 14:49:31.744638,0 days 00:00:00.051218,4.379602738240984,0.7218512315650125,50.38339268631575,54.577159556704494,4.202621004928165,5.343044255488195,4.3418755095865915,3.3137907430472335e-07,4.830679995292314e-16,4.801142864419402e-17,1.8154877944883652e-08,-15.046548231800308,0.0,,PRUNED
21,0.05384539150351754,0.4880266825785365,2026-03-13 14:49:31.744638,2026-03-13 14:49:32.435387,0 days 00:00:00.690749,4.267035525422096,0.8608055616573336,46.99774044575921,51.98691855270629,4.255263599854021,5.298528295370223,4.230699518140799,3.3010581966245797e-07,6.479875733387134e-15,2.107716073433184e-15,2.654340993622211e-07,-15.10027928569019,0.0,,COMPLETE
22,,,2026-03-13 14:49:32.436384,2026-03-13 14:49:32.483412,0 days 00:00:00.047028,4.280694110965244,0.6340150049794959,49.348872936265366,50.76504768642407,4.380793873292637,5.329004377592423,4.431658074189159,3.309610892581811e-07,1.0903927986717578e-18,1.996197061440728e-17,7.368321170406799e-07,-16.768334994548628,0.0,,PRUNED
23,,,2026-03-13 14:49:32.483852,2026-03-13 14:49:32.536387,0 days 00:00:00.052535,4.262798499166223,0.5786773463108996,50.1444205033531,53.68154838957871,4.406779444272688,5.359163867834327,4.323896801418962,3.30702826767565e-07,4.644565230839052e-17,2.5663155764171128e-15,1.0137446337246233e-07,-16.500439592252235,0.0,,PRUNED
24,,,2026-03-13 14:49:32.537453,2026-03-13 14:49:32.594316,0 days 00:00:00.056863,4.474013256128046,0.6435393652290713,49.89061434634383,53.316869088106486,4.290748488545844,5.390666473275212,4.2849637283145805,3.2985156425352846e-07,5.645535792501205e-17,6.045823813611747e-18,4.598039742569832e-07,-18.34247559788328,0.0,,PRUNED
25,,,2026-03-13 14:49:32.595313,2026-03-13 14:49:32.655564,0 days 00:00:00.060251,4.3741218517123635,0.9021571168131195,49.064345016246754,54.58240725757054,4.476219185668111,5.248473610341861,4.204494468292805,3.2848417113438154e-07,2.2945978840422752e-17,2.1839305670419304e-18,2.4393777166528936e-08,-17.958053244128322,0.0,,PRUNED
26,,,2026-03-13 14:49:32.657618,2026-03-13 14:49:32.713717,0 days 00:00:00.056099,4.33902577232212,0.6461136914975618,48.50971659160682,52.138813627707776,4.434189724449294,5.423604003599035,4.499390081159641,3.3146573067926675e-07,1.0876472999125908e-15,9.96870342155854e-15,2.0204259537223103e-08,-17.46250439520052,0.0,,PRUNED
27,0.02487268397097154,0.2990190134743747,2026-03-13 14:49:32.713717,2026-03-13 14:49:33.597631,0 days 00:00:00.883914,4.237103024312147,0.6903299015347582,47.554170061616944,52.1741719114597,4.437850361665849,5.459950077721291,4.330276044027435,3.2536734844656527e-07,8.054763048141533e-18,1.0003234503354352e-16,6.320491490698801e-07,-16.776276119924358,0.0,,COMPLETE
28,0.02199942693981447,0.8190208283736625,2026-03-13 14:49:33.598631,2026-03-13 14:49:34.374344,0 days 00:00:00.775713,4.320582870684385,0.9028773071328418,46.292883772828205,51.70499379345327,4.300891471607496,5.38459657605458,4.382032263440554,3.255362726932314e-07,1.3495366826310632e-15,1.096324711498959e-17,6.198355559997118e-08,-15.79053503323124,0.0,,COMPLETE
29,0.09088236560666149,0.2308043828766014,2026-03-13 14:49:34.375352,2026-03-13 14:49:35.479955,0 days 00:00:01.104603,4.330014200607094,0.874631918781647,46.795841058261495,54.39597862241628,4.365295298787075,5.262858465868997,4.345342834860641,3.295674686986361e-07,2.907539919998987e-17,3.4583747871155484e-16,1.7585486352367734e-07,-17.923226651193982,0.0,,COMPLETE
