number,values_0,values_1,datetime_start,datetime_complete,duration,params_E_d_sh,params_E_v,params_G_frac,params_N_t_d,params_N_t_sh,params_W_L,params_W_R,params_W_R_sclc,params_d_sclc,params_l1_C_n_bulk,params_l1_k_dir,params_l1_mu_p,params_mu_e,system_attrs_NSGAIISampler:generation,system_attrs_fixed_params,state
29,0.027670472757628187,0.21511908755204134,2026-03-19 21:25:21.465147,2026-03-19 21:25:23.062376,0 days 00:00:01.597229,4.2223619126253364,5.449611452906668,0.709300353545788,46.46155446727974,53.02163495745108,4.2320487918709855,0.22780909322206205,4.395657924387645,3.2707486900095467e-07,9.732146481911272e-18,4.2798773807301617e-17,2.0220610104195532e-08,-17.617191031775373,0,,COMPLETE
30,0.07874901596927811,0.41459382012106155,2026-03-19 21:25:23.064371,2026-03-19 21:25:24.230549,0 days 00:00:01.166178,4.257624954724036,5.312543083119208,0.8100667026798274,48.8511901882972,52.10811028469712,4.399905020724873,0.06398322754648965,4.26885241251271,3.298035245927322e-07,6.673484871112988e-17,5.904712822578017e-16,7.108320048133883e-08,-18.09760750262865,0,,COMPLETE
31,,,2026-03-19 21:25:24.231553,2026-03-19 21:25:24.294340,0 days 00:00:00.062787,4.384929875085971,5.371330571888833,0.8028894640188705,46.8720468241111,52.363595922522364,4.205811063721769,0.11255387231646347,4.477115388127383,3.274850065416975e-07,6.9076158784385074e-15,2.6135738187840073e-16,8.993937296406212e-07,-18.10670696944185,0,,PRUNED
32,0.05803469276110808,0.13081315359353493,2026-03-19 21:25:24.295343,2026-03-19 21:25:25.787998,0 days 00:00:01.492655,4.474992263779573,5.483600938974763,0.6278086682644848,47.015514431318266,51.925609867956574,4.242448280089025,0.1657172305376031,4.297392376074799,3.2851250661203817e-07,5.16490050665658e-15,3.622671752270718e-15,2.1362158410193057e-07,-14.301924175108173,0,,COMPLETE
33,,,2026-03-19 21:25:25.789988,2026-03-19 21:25:25.861750,0 days 00:00:00.071762,4.305092048732794,5.339209298857314,0.6787066150007437,50.25806707605669,51.50438677432029,4.377591500379983,0.10524328549150212,4.413963089894745,3.2574604919727813e-07,6.706867608152752e-18,3.795851854142357e-15,2.884067644293211e-08,-15.058505243705024,0,,PRUNED
34,0.07110296338652806,0.41534590725147547,2026-03-19 21:25:25.862754,2026-03-19 21:25:27.609465,0 days 00:00:01.746711,4.352292979140687,5.320304260827736,0.6505370523732752,47.3093209595723,55.07832665173339,4.208331092866639,0.2210593226656358,4.365223256532744,3.2729233768861303e-07,2.1791122664042903e-16,3.237164080557285e-15,1.784279877918358e-07,-15.872165292523949,0,,COMPLETE
35,,,2026-03-19 21:25:27.610469,2026-03-19 21:25:27.687215,0 days 00:00:00.076746,4.40819920911709,5.464656594593465,0.9317577231939445,46.5942773897669,55.13636272300695,4.261003769075747,0.14998602558428004,4.488985857367991,3.241236130983938e-07,1.858154819807901e-18,2.8324522853115065e-16,2.5217052841155015e-07,-14.848892727623248,0,,PRUNED
36,0.018215077557476412,0.4277105883899578,2026-03-19 21:25:27.688203,2026-03-19 21:25:28.961072,0 days 00:00:01.272869,4.230174928046367,5.316784340193022,0.5501837426122003,46.61422130712124,53.49004639041133,4.467108634516351,0.08462684697157842,4.244081571429584,3.242610092092261e-07,3.617632206190832e-15,5.540906040103367e-16,8.016219822808743e-08,-15.759861727743441,0,,COMPLETE
37,0.016157180292344087,0.5226066138121843,2026-03-19 21:25:28.962063,2026-03-19 21:25:30.456011,0 days 00:00:01.493948,4.297855654309249,5.322051452369053,0.6234258800974195,48.87284897349803,51.0877543582062,4.438413411955139,0.21850099672608622,4.27862082004076,3.290229468846508e-07,7.253884784914862e-17,1.194648300265504e-16,1.4319527885726454e-08,-14.927999564747392,0,,COMPLETE
38,0.08192044833476965,0.46426609894685683,2026-03-19 21:25:30.457016,2026-03-19 21:25:31.988746,0 days 00:00:01.531730,4.271095689188179,5.380146324379847,0.7713030548758806,47.732661730547996,51.74520110383366,4.370355467948327,0.09279812943204348,4.450645236208291,3.292977789984831e-07,5.560161490910759e-15,3.6349397841884486e-16,1.155862614285484e-08,-18.304638871935044,0,,COMPLETE
39,0.02368060574802675,0.6251543647240705,2026-03-19 21:25:31.989742,2026-03-19 21:25:32.914953,0 days 00:00:00.925211,4.387656134248048,5.3277998189439915,0.8004023884352882,46.86383746509936,51.60791186769845,4.377037581023296,0.22840653796887053,4.399591941563298,3.2611533218631683e-07,5.337048107503101e-15,9.181717292163448e-16,2.083045717715629e-08,-14.385005542371278,0,,COMPLETE
40,,,2026-03-19 21:25:32.915957,2026-03-19 21:25:32.985720,0 days 00:00:00.069763,4.366298611861879,5.379706175591992,0.9994309645086998,50.009594678738424,54.40418977908206,4.467170652951188,0.08014549835882097,4.287930818767186,3.2914667171808044e-07,1.0550816686678895e-16,6.040701283608803e-16,5.6632786632067354e-08,-15.084337540716634,0,,PRUNED
41,,,2026-03-19 21:25:32.987719,2026-03-19 21:25:33.057491,0 days 00:00:00.069772,4.351349396162185,5.46799493794709,0.5052593071153476,49.74025638380004,51.36745179764973,4.327351706373702,0.27827268915117886,4.304817391354364,3.282204355844673e-07,1.357120939906083e-16,7.017240757128379e-17,2.1627273227803483e-07,-17.629055653295193,0,,PRUNED
42,0.07064908906239613,0.5838495668090123,2026-03-19 21:25:33.058490,2026-03-19 21:25:34.512692,0 days 00:00:01.454202,4.2896184817788905,5.3389215009924795,0.8868301284002373,48.86901725029182,54.76146902000218,4.326547218999838,0.001794598390525459,4.337923954711188,3.31976483133612e-07,1.61873135199539e-17,3.086306443624157e-17,8.958036117837931e-08,-17.188376529270933,0,,COMPLETE
43,,,2026-03-19 21:25:34.513689,2026-03-19 21:25:34.614399,0 days 00:00:00.100710,4.308729402694846,5.351244387167403,0.538081428268935,50.46075567300808,52.97986647349461,4.273605605909048,0.23202165228525912,4.2832941154298885,3.265933589582083e-07,1.702177488672398e-17,1.0503018003097289e-18,1.3586896357612039e-08,-18.02827307031706,0,,PRUNED
44,,,2026-03-19 21:25:34.615425,2026-03-19 21:25:34.690109,0 days 00:00:00.074684,4.3000380647881995,5.443811530022007,0.972624868332135,50.224636045680825,51.24326958073745,4.4929026945421855,0.03887697761160173,4.296873506931431,3.278589429508122e-07,2.054038841730039e-18,3.380362106307683e-18,3.8594025604062624e-07,-14.610927301076739,0,,PRUNED
45,0.015696243361659944,0.29767190335898586,2026-03-19 21:25:34.691112,2026-03-19 21:25:36.098603,0 days 00:00:01.407491,4.2532925735181255,5.453576746965657,0.8496938332653581,47.55837951903595,53.6741958102092,4.201362692204827,0.14231859359146662,4.264603104640285,3.2514050297916917e-07,2.4128326032315544e-16,1.270434807853579e-15,1.9529672327164648e-08,-17.319963379327806,0,,COMPLETE
46,,,2026-03-19 21:25:36.100605,2026-03-19 21:25:36.175352,0 days 00:00:00.074747,4.310483771115559,5.3919033666356375,0.5089248117991895,49.262376008710284,51.24208925199415,4.495808819036074,0.20197945535613943,4.285431675709069,3.262086415994434e-07,2.828816484952239e-18,2.94781889297248e-15,4.055929997268473e-07,-16.14572974613811,0,,PRUNED
47,,,2026-03-19 21:25:36.176391,2026-03-19 21:25:36.249109,0 days 00:00:00.072718,4.387741150017385,5.469151462990414,0.6974063104549848,50.390760033919975,50.95095610621338,4.427377516817405,0.03867747063574123,4.313542340287784,3.316996814719957e-07,1.641055520421762e-17,5.187721109990092e-16,1.518645010306128e-08,-15.194987507060697,0,,PRUNED
48,0.07299161728291541,0.17478881313709976,2026-03-19 21:25:36.250116,2026-03-19 21:25:37.892698,0 days 00:00:01.642582,4.4054264187535015,5.483034527856248,0.6632457313495211,46.76889776348048,55.07158182862088,4.408290247795226,0.04439810575453675,4.3684354951546025,3.2609210945846707e-07,1.953723199501932e-15,7.278409094593277e-16,4.745920302776288e-08,-13.933655288526875,0,,COMPLETE
49,0.02050983916063048,0.5577904712769135,2026-03-19 21:25:37.893701,2026-03-19 21:25:39.132618,0 days 00:00:01.238917,4.263099648631904,5.393511206513984,0.8321897606161428,47.42833707904047,52.058076778030454,4.297033264107791,0.17156762951823304,4.367911029230242,3.285691998530928e-07,5.168571108070046e-18,5.262580148986729e-17,3.775736500346297e-07,-15.93091211311102,0,,COMPLETE
50,0.06679317663162362,0.4634007737744108,2026-03-19 21:25:39.133620,2026-03-19 21:25:40.784722,0 days 00:00:01.651102,4.403040198880347,5.461354902096821,0.7700365914217941,48.11489879830495,54.252715397623845,4.481203861543419,0.03866499048128306,4.26842422655809,3.241606360879019e-07,1.369987577920915e-16,2.3970755040400403e-18,3.549178162051723e-08,-14.211968278540532,0,,COMPLETE
51,0.08313804912481197,0.2179624269988077,2026-03-19 21:25:40.786717,2026-03-19 21:25:42.347160,0 days 00:00:01.560443,4.41485089330007,5.320254006083876,0.5785200232628642,46.204645149645756,51.50996333498947,4.229673149019113,0.2626874132018363,4.308618889758627,3.2933229144026305e-07,1.0639364031031205e-17,4.2410569855230703e-17,1.2049447123889866e-07,-17.735627279006543,0,,COMPLETE
52,,,2026-03-19 21:25:42.348158,2026-03-19 21:25:42.418999,0 days 00:00:00.070841,4.301513274684576,5.420813314871115,0.6511479143774119,49.948580627252035,52.23386497853526,4.206812405828071,0.28019117436295327,4.269897223143225,3.303304727544947e-07,6.074336881742616e-17,1.6608764908790683e-17,5.298635881122139e-07,-16.669364442163797,0,,PRUNED
53,0.06155707081535116,0.2747718447015516,2026-03-19 21:25:42.419992,2026-03-19 21:25:43.560293,0 days 00:00:01.140301,4.3405450647496435,5.459783192399242,0.6770056931546473,48.87812692941407,50.69568072189604,4.498590787888908,0.19183253250855914,4.320901363743553,3.241913420091286e-07,1.2909151900922188e-17,1.228180185596594e-16,1.401517517905463e-08,-15.543737237520705,0,,COMPLETE
54,0.03778969970867177,0.5954417287591749,2026-03-19 21:25:43.561298,2026-03-19 21:25:44.831653,0 days 00:00:01.270355,4.3914057235179405,5.422919648923141,0.9612707686656277,49.19235286534808,52.90091311371687,4.206743308170327,0.2011449961296962,4.32538538153579,3.2748761614221843e-07,8.804148031211915e-18,7.676663548486162e-16,4.6061859454854883e-08,-14.239142789271554,0,,COMPLETE
55,0.013213130081418892,0.27339658159722713,2026-03-19 21:25:44.833654,2026-03-19 21:25:45.958963,0 days 00:00:01.125309,4.262588909121974,5.432761154294956,0.6098708689929346,48.74355087388621,52.670342316823174,4.257718294936943,0.09092484210382328,4.4306227942995795,3.2513524628852766e-07,1.2888140741785218e-18,1.2855038114384528e-18,1.4124333922459682e-07,-15.316187788554547,0,,COMPLETE
56,0.09173336282083995,0.6106219103164489,2026-03-19 21:25:45.958963,2026-03-19 21:25:47.344712,0 days 00:00:01.385749,4.4062922301307825,5.324221219408251,0.9307343207557592,49.33050775544396,51.69245275469151,4.243001350163986,0.21149860057832154,4.39134372747555,3.276609083829629e-07,6.957190168979336e-17,1.0130032398970099e-16,3.1782593392275814e-08,-16.08091720106593,0,,COMPLETE
57,,,2026-03-19 21:25:47.345717,2026-03-19 21:25:47.421478,0 days 00:00:00.075761,4.475968658057384,5.430456139225838,0.6081089499602242,49.60409931422927,52.385749210580045,4.261864584629911,0.18714387601876598,4.431892958942264,3.3194005645946353e-07,3.4672267241481623e-15,1.091258874897903e-17,2.086123158510501e-08,-16.538366404071333,0,,PRUNED
58,,,2026-03-19 21:25:47.423475,2026-03-19 21:25:47.493248,0 days 00:00:00.069773,4.448858415736192,5.423775396294251,0.6587340544170939,48.599124849476546,50.821650792726906,4.265888721940161,0.11069848992043031,4.281340427365448,3.284066125437944e-07,6.313242742919069e-18,1.5059384248666716e-17,1.5052168792515824e-07,-17.847963459355046,0,,PRUNED
59,0.03826568379997344,0.10614734191546368,2026-03-19 21:25:47.494245,2026-03-19 21:25:48.813895,0 days 00:00:01.319650,4.259511849843952,5.493272243106385,0.5965613890271039,46.99495883646728,53.56774490080193,4.32700183737923,0.07133102959515804,4.402697278374927,3.28023156757562e-07,9.344376494123458e-15,3.4676098402748415e-16,2.682994251500255e-08,-15.053807940147776,0,,COMPLETE
60,0.0811682536315657,0.35523044646078367,2026-03-19 21:25:48.815895,2026-03-19 21:25:50.597298,0 days 00:00:01.781403,4.35372904997888,5.382821740744632,0.8769130444884796,46.87191559640283,54.90660263617629,4.20504186733048,0.22712567975649778,4.385068342682114,3.24109015281689e-07,2.0457898670940099e-16,3.4851419259628856e-16,7.025897299115712e-07,-16.39587548748777,0,,COMPLETE
61,,,2026-03-19 21:25:50.599291,2026-03-19 21:25:50.669129,0 days 00:00:00.069838,4.263963815231647,5.472740524047586,0.5692932411448106,49.274363133416756,51.749362203905655,4.480988540297755,0.03193320102890832,4.344621679036766,3.3051971171500124e-07,4.777033756560855e-15,2.966314884311192e-18,3.779107084868572e-08,-16.52808841666377,0,,PRUNED
62,,,2026-03-19 21:25:50.669129,2026-03-19 21:25:50.742818,0 days 00:00:00.073689,4.409637801453315,5.418485228983284,0.9593904792221413,46.61250513129055,54.04836924880284,4.367792664213654,0.021499072434429577,4.496086531312512,3.2980475006047913e-07,3.0946561508892093e-17,1.2046871226363913e-16,3.844921657018242e-07,-17.89046285091579,0,,PRUNED
63,0.08129777202756062,0.34603231514336613,2026-03-19 21:25:50.743822,2026-03-19 21:25:51.649524,0 days 00:00:00.905702,4.330730046574226,5.43277017039602,0.7115644387239066,49.85303855043141,52.033804535859694,4.251310225754971,0.25796620305108875,4.291711614527442,3.2445493063754297e-07,6.904933465985595e-15,4.58302438773414e-18,9.676838836659794e-07,-14.825884701144751,0,,COMPLETE
64,0.07720346426355323,0.35992563180257353,2026-03-19 21:25:51.650520,2026-03-19 21:25:52.876629,0 days 00:00:01.226109,4.235056376816025,5.440998878999884,0.675238186237048,46.44197738921332,54.586304573130015,4.228703416648351,0.17196381298234265,4.219850420240982,3.2855015310843884e-07,1.839904742305928e-15,1.0660946205630287e-18,8.146374748016269e-08,-14.256232778806268,0,,COMPLETE
65,0.08184615331512916,0.6660505888952594,2026-03-19 21:25:52.878623,2026-03-19 21:25:54.764625,0 days 00:00:01.886002,4.3004449983989,5.3307558701955395,0.991700792970337,46.580513247717825,50.99004662717762,4.478040819406287,0.2728612760661973,4.281047349227798,3.273172495790886e-07,4.845777985996049e-17,4.552772813757158e-16,2.0723411284571576e-08,-18.23774838298287,0,,COMPLETE
66,0.030901315618785206,0.11761652810998084,2026-03-19 21:25:54.766617,2026-03-19 21:25:56.041847,0 days 00:00:01.275230,4.318470229328691,5.450920596252912,0.5341968161373091,49.043557213351974,53.24357663931989,4.287879233956659,0.10499110346299284,4.223927318064577,3.318023860686569e-07,8.681442506183188e-18,3.029556963807351e-18,4.1368263514458885e-07,-16.014633997772194,0,,COMPLETE
67,,,2026-03-19 21:25:56.042844,2026-03-19 21:25:56.115667,0 days 00:00:00.072823,4.455149382911124,5.42988291509453,0.7496946289746078,47.89254176403435,53.53106739027357,4.369678220053873,0.0022061679496984785,4.241882834073806,3.309307262291357e-07,5.88597289157643e-17,2.612198356823104e-18,2.6781023524485946e-07,-15.151091476614084,0,,PRUNED
68,,,2026-03-19 21:25:56.116676,2026-03-19 21:25:56.193349,0 days 00:00:00.076673,4.226812947092395,5.39221984167131,0.9899802733421807,49.84721310667122,51.192496484144385,4.345304873758081,0.1804920040247747,4.203610289198417,3.3171903729091157e-07,1.9974769309821854e-18,2.9328225083316882e-18,1.2216058422660276e-08,-15.746915475159387,0,,PRUNED
69,0.02719831933819837,1.0533137335292173,2026-03-19 21:25:56.194343,2026-03-19 21:25:57.718619,0 days 00:00:01.524276,4.299553352997998,5.321437752784991,0.869840241026395,46.200887136795,51.76880910273452,4.341337239857727,0.20008790988147718,4.33978270077384,3.244557805462503e-07,1.0427271680244793e-18,7.690855397819676e-18,8.998182134183037e-07,-17.674199812873134,0,,COMPLETE
70,,,2026-03-19 21:25:57.719625,2026-03-19 21:25:57.794371,0 days 00:00:00.074746,4.395153611950973,5.428121802019783,0.9447472742161069,46.92310326056211,54.860924081986724,4.322112345124476,0.2969516873708979,4.321038243347533,3.301148564696124e-07,6.519652546313421e-15,3.717678868646567e-18,3.015099387479936e-07,-15.620164614624244,0,,PRUNED
71,0.019592673496433198,0.07323130461728153,2026-03-19 21:25:57.795375,2026-03-19 21:25:59.212731,0 days 00:00:01.417356,4.319317692943553,5.461123537494705,0.5628772404334216,47.40579182949398,54.28184644801791,4.379017340041488,0.1385209548403867,4.301151923701084,3.3111952124065384e-07,5.351209735926775e-15,6.133336401824595e-17,2.3795477341450494e-08,-15.82986621243128,0,,COMPLETE
72,0.03909583046743876,0.3084481289046495,2026-03-19 21:25:59.213726,2026-03-19 21:26:00.360300,0 days 00:00:01.146574,4.34876373358029,5.413846453160558,0.7389107415529386,47.13750964873863,52.6574561008102,4.408754799560823,0.2211107113942448,4.471496588274523,3.2466300872574805e-07,1.572843851414615e-17,5.5664498079681235e-15,2.1211022282512912e-07,-15.976721339017203,0,,COMPLETE
73,0.08556485816837218,0.27947438078753073,2026-03-19 21:26:00.362293,2026-03-19 21:26:01.881884,0 days 00:00:01.519591,4.333243579356075,5.334132692211893,0.6113012759156773,46.495443094733886,53.556343307157945,4.2802330677401015,0.017591482008026293,4.415109112711178,3.30411352722058e-07,2.122574649307623e-15,1.7839359145838352e-16,2.0514385168265846e-07,-18.2251367044064,0,,COMPLETE
74,,,2026-03-19 21:26:01.883877,2026-03-19 21:26:01.969688,0 days 00:00:00.085811,4.47744380228996,5.303252616344318,0.7012741398112721,46.17124001563725,52.23801732430181,4.4216641903642415,0.22757526848632936,4.355501037310218,3.2907338552029244e-07,2.3490832466011375e-18,1.504161845232127e-17,4.1749407681270125e-07,-15.271476471028816,0,,PRUNED
75,,,2026-03-19 21:26:01.970692,2026-03-19 21:26:02.044450,0 days 00:00:00.073758,4.241201776163509,5.317328991113574,0.5407707083683375,50.04677826588472,53.07223224067514,4.2086074375738445,0.2873018019837144,4.286553750861364,3.2659330560828976e-07,1.2931573628474415e-17,3.6228081178302197e-16,1.6096916256248032e-07,-17.17749721529677,0,,PRUNED
76,0.07047320168719413,0.174234315576766,2026-03-19 21:26:02.045449,2026-03-19 21:26:03.439495,0 days 00:00:01.394046,4.300145173086046,5.391338680236363,0.6026243208583768,48.213123225078206,54.06389256657432,4.239239545094999,0.225873845921823,4.499044212344149,3.2899662403831355e-07,8.73471063937195e-15,7.133916186378627e-18,4.3613630888924885e-08,-16.519649175902625,0,,COMPLETE
77,0.006980590202573963,0.5070492892722291,2026-03-19 21:26:03.441494,2026-03-19 21:26:05.143951,0 days 00:00:01.702457,4.274762198714942,5.391516499246786,0.894590685148065,47.20729398870824,54.89632835068689,4.422133147595423,0.06425870728106069,4.31044456967978,3.289101223935627e-07,3.424394212420533e-15,1.6500490700262868e-18,1.0151118582893749e-08,-15.896159196151439,0,,COMPLETE
78,0.0511211604260199,0.9078004605403148,2026-03-19 21:26:05.144947,2026-03-19 21:26:06.109777,0 days 00:00:00.964830,4.350051731080694,5.4224643997875965,0.9671521002052602,49.64416258348254,51.82768267519932,4.228047465748666,0.13239578527817283,4.244810190827154,3.24551617617065e-07,1.3403435692527346e-17,7.934276143530724e-17,1.9227517272607117e-07,-15.204907848064252,0,,COMPLETE
79,,,2026-03-19 21:26:06.110769,2026-03-19 21:26:06.186519,0 days 00:00:00.075750,4.255474025472701,5.357040081507639,0.8668825826196627,49.06541193710533,51.314430644914864,4.441711574354863,0.13384007032085704,4.4402861184498255,3.286570851438169e-07,4.1456330909100955e-16,6.258715202458953e-16,4.0326980896827627e-07,-17.123062540174367,0,,PRUNED
80,,,2026-03-19 21:26:06.188512,2026-03-19 21:26:06.274228,0 days 00:00:00.085716,4.316239311029799,5.423480990665493,0.9836458214269423,50.64216531046146,55.19503971069406,4.394832484889728,0.058927675163497825,4.367437641696771,3.298304183492512e-07,3.8248961103065087e-17,2.122485972600942e-16,5.687310045515585e-07,-17.28637126585096,0,,PRUNED
81,,,2026-03-19 21:26:06.275224,2026-03-19 21:26:06.358950,0 days 00:00:00.083726,4.251449098644438,5.48196977611282,0.5474713374251072,48.8271778087361,51.90103047182667,4.405390926849686,0.22554012009777075,4.495227355328292,3.3077362290746827e-07,5.388450200495087e-16,6.905497724445081e-17,1.5748418110878096e-08,-17.808611496093988,0,,PRUNED
82,0.045734412214429,0.2968797999112646,2026-03-19 21:26:06.360946,2026-03-19 21:26:07.880518,0 days 00:00:01.519572,4.357132264358259,5.461893342011245,0.7787247246520914,46.903082468962026,53.57312509748542,4.360857583653104,0.10449185059661723,4.312301866839118,3.291978371285337e-07,1.4816809811947853e-15,4.996183632254113e-16,7.368004600434728e-08,-16.231242767626767,0,,COMPLETE
83,0.08092529410442964,0.45522135721322715,2026-03-19 21:26:07.882522,2026-03-19 21:26:09.363038,0 days 00:00:01.480516,4.424915307910806,5.347033294995425,0.7430907378913871,49.196431710817656,53.087411346579024,4.290033568502862,0.11750899081981872,4.259860321712034,3.2951817541757877e-07,2.241019703083943e-16,7.953008675217265e-15,1.1927256509157876e-08,-14.343139109584449,0,,COMPLETE
84,0.0663151044738438,0.23663160269674072,2026-03-19 21:26:09.365042,2026-03-19 21:26:10.770406,0 days 00:00:01.405364,4.266586307083744,5.384084438221923,0.6306031139566807,46.21884900785695,51.63402455697004,4.381119018992183,0.12680647595940794,4.405215681866038,3.288047973099024e-07,4.670960193279249e-15,2.826173315549693e-17,2.040812002117487e-08,-14.09008871289361,0,,COMPLETE
85,0.04970655399185645,0.06299431849945393,2026-03-19 21:26:10.771404,2026-03-19 21:26:12.124167,0 days 00:00:01.352763,4.267714831225531,5.492885541501811,0.5282255481925329,47.4559255839303,51.92160066737277,4.388114325381594,0.034827626594469585,4.43294945494321,3.265130796589844e-07,7.546229783695509e-17,2.4773151053990014e-17,1.3244702486855526e-07,-17.498017643910664,0,,COMPLETE
86,,,2026-03-19 21:26:12.125166,2026-03-19 21:26:12.195927,0 days 00:00:00.070761,4.466684108238061,5.330087223992516,0.8542430256112785,46.600125854131086,52.863644172973984,4.335562249754323,0.0837447383921175,4.315454898835778,3.2601527224955216e-07,1.1420593131247601e-18,4.121692548365987e-17,1.6813451605526388e-07,-16.512562722384576,0,,PRUNED
87,0.031930443402939566,0.39394150046599313,2026-03-19 21:26:12.196924,2026-03-19 21:26:13.519901,0 days 00:00:01.322977,4.3531490470751235,5.478653186546921,0.5506619147538803,49.16542098564271,52.28892031697784,4.207401292751932,0.11990900582921987,4.460051177614863,3.2496318478803284e-07,6.537940805669209e-16,7.823434214204783e-15,1.132591000516473e-08,-14.184065506104531,0,,COMPLETE
88,,,2026-03-19 21:26:13.520898,2026-03-19 21:26:13.592660,0 days 00:00:00.071762,4.461496388053143,5.429708219705322,0.6969921515242411,49.026123081030846,51.68672950092762,4.449714005446883,0.06170665948869419,4.402135616071029,3.3134708452365596e-07,1.699688715242285e-18,1.3430309753391877e-18,4.106494810375261e-08,-16.93697773144928,0,,PRUNED
89,,,2026-03-19 21:26:13.594654,2026-03-19 21:26:13.669406,0 days 00:00:00.074752,4.390644458724573,5.435511883051706,0.7640172506952287,49.74746488419972,50.80859181013784,4.485539557432605,0.2925247260727004,4.4502211428710785,3.253736693887501e-07,3.627822790994256e-18,1.6643308029872092e-17,6.188537682567541e-08,-14.314389184023517,0,,PRUNED
90,0.05817972618850255,0.5235698451122501,2026-03-19 21:26:13.670402,2026-03-19 21:26:15.013976,0 days 00:00:01.343574,4.428468419713068,5.320881137972533,0.7462747892230767,49.0897139125683,50.76703368750529,4.2484861523092095,0.10326155997016442,4.4697193013991035,3.306850789096708e-07,3.0928557000405203e-16,2.2235552338642914e-18,1.5146872595351984e-07,-14.869998690705337,0,,COMPLETE
91,0.0654866810114146,0.5940038740969452,2026-03-19 21:26:15.015970,2026-03-19 21:26:16.514297,0 days 00:00:01.498327,4.267714831225531,5.492885541501811,0.8673390205931892,46.495443094733886,51.92160066737277,4.388114325381594,0.034827626594469585,4.43294945494321,3.265130796589844e-07,7.546229783695509e-17,2.4773151053990014e-17,2.0514385168265846e-07,-18.2251367044064,1,,COMPLETE
92,0.016007721032051732,0.22420398530071137,2026-03-19 21:26:16.515294,2026-03-19 21:26:17.787072,0 days 00:00:01.271778,4.228569930482258,5.462262024503001,0.6234258800974195,48.87284897349803,51.0877543582062,4.362478392556494,0.0,4.200000043430672,3.28e-07,7.253884784914862e-17,1.194648300265504e-16,3.0000000000000015e-07,-16.354444994345954,1,,COMPLETE
93,0.07754835664214145,0.8759425320674687,2026-03-19 21:26:17.789065,2026-03-19 21:26:19.114411,0 days 00:00:01.325346,4.299553352997998,5.321437752784991,0.6329998646012414,48.52387910081135,51.127518036635706,4.4442394183319065,0.01564992251192918,4.366958566500349,3.244557805462503e-07,1.0427271680244793e-18,4.447334075863192e-16,3.612711586812678e-07,-17.674199812873134,1,,COMPLETE
94,0.07064908906239613,0.5693271291893639,2026-03-19 21:26:19.115408,2026-03-19 21:26:20.686226,0 days 00:00:01.570818,4.2896184817788905,5.3389215009924795,0.8868301284002373,48.86901725029182,54.76146902000218,4.326547218999838,0.11646597693490786,4.337923954711188,3.31976483133612e-07,1.61873135199539e-17,3.086306443624157e-17,8.958036117837931e-08,-17.188376529270933,1,,COMPLETE
95,0.08350944364100689,0.4140546379719265,2026-03-19 21:26:20.688220,2026-03-19 21:26:22.423073,0 days 00:00:01.734853,4.35372904997888,5.351198532600396,0.8769130444884796,46.87191559640283,54.90660263617629,4.20504186733048,0.22712567975649778,4.4293323274528085,3.24109015281689e-07,3.9643727653890556e-17,3.4851419259628856e-16,7.025897299115712e-07,-16.39587548748777,1,,COMPLETE
96,0.07070394877236728,0.3465711046447356,2026-03-19 21:26:22.424070,2026-03-19 21:26:24.011079,0 days 00:00:01.587009,4.473427830746063,5.444320065674816,0.6677073155599524,48.461194170917985,50.84664280938357,4.481607101184512,0.10832817684958922,4.255783199090095,3.2993213366364137e-07,2.4930957573899882e-17,4.756733350384416e-15,2.0624927885590897e-08,-15.028798103618811,1,,COMPLETE
97,0.023459001071504434,0.44394147532376266,2026-03-19 21:26:24.012076,2026-03-19 21:26:25.097472,0 days 00:00:01.085396,4.428468419713068,5.320881137972533,0.6006005251189175,49.09144350481227,50.76703368750529,4.2806985693121815,0.20262683143865845,4.288806446987535,3.29370605436416e-07,3.0928557000405203e-16,2.2235552338642914e-18,2.887095249334018e-07,-14.869998690705337,1,,COMPLETE
98,0.07242025511502925,0.30135852507757627,2026-03-19 21:26:25.098468,2026-03-19 21:26:26.443895,0 days 00:00:01.345427,4.428468419713068,5.444320065674816,0.6677073155599524,49.0897139125683,50.84664280938357,4.3804508608234,0.10326155997016442,4.4697193013991035,3.306850789096708e-07,2.3493739337492107e-17,2.2235552338642914e-18,2.0624927885590897e-08,-14.869998690705337,1,,COMPLETE
99,0.021971531098030777,0.2557195708741216,2026-03-19 21:26:26.444892,2026-03-19 21:26:27.652878,0 days 00:00:01.207986,4.262588909121974,5.432761154294956,0.6098708689929346,48.74355087388621,53.24357663931989,4.287879233956659,0.10499110346299284,4.223927318064577,3.318023860686569e-07,1.2888140741785218e-18,1.2855038114384528e-18,1.4124333922459682e-07,-15.316187788554547,1,,COMPLETE
100,0.03274212858187085,0.04249788182296136,2026-03-19 21:26:27.653875,2026-03-19 21:26:28.919673,0 days 00:00:01.265798,4.3531490470751235,5.492885541501811,0.5506619147538803,49.16542098564271,52.28892031697784,4.207401292751932,0.11990900582921987,4.460051177614863,3.265130796589844e-07,4.1892324534093865e-16,7.823434214204783e-15,6.344925211433327e-07,-14.184065506104531,1,,COMPLETE
